"Time","instance","Value #sql count","Value #qps","Value #iops in progress","Value #cpu","Value #disk write bytes","Value #read batch latency p99","Value #exec latency p99","Value #admission wait queue length","Value #admission wait rate","Value #goroutines per cpu","Value #l0 sublevels","Value #l0 files","Value #quota used","Value #disk read bytes","Value #replica read bytes","Value #replica write bytes","Value #read keys","Value #write keys","Value #io tokens exhausted","Value #heartbeat latency p99","Value #rocksdb ingested bytes","Value #l0 ingested bytes","Value #l1 ingested bytes","Value #l2 ingested bytes","Value #l3 ingested bytes","Value #l4 ingested bytes","Value #l5 ingested bytes","Value #l6 ingested bytes","Value #kv used slots / total","Value #command latency p99","Value #compaction write bytes","Value #compaction read bytes","Value #write stall duratiion","Value #replicas","Value #leaseholders"
2022-08-30 18:18:15.000,34.138.219.104:26258,0,22.1,0,0.00737,2764927,212991,1877933,0,0,0,0,0,0,0,11352,694,65.6,848,0,4739563,0,0,0,0,0,0,0,0,0,4297413,0,0,0,3053,1071
2022-08-30 18:18:30.000,34.138.219.104:26258,0,21.3,0,0.00712,2624053,212663,1854668,0,0,0,0,0,0,0,10993,668,63.5,834,0,4718591,0,0,0,0,0,0,0,0,0,4339138,0,0,0,3053,1066
2022-08-30 18:18:45.000,34.138.219.104:26258,0,19.7,0,0.00725,1452032,213319,1857289,0,0,0,0,0,0,0,10341,617,59.8,810,0,4666162,0,0,0,0,0,0,0,0,0,4316200,0,0,0,3053,1055
2022-08-30 18:19:00.000,34.138.219.104:26258,0,19.5,0,0.00925,584556,191856,1809776,0,0,0,0,0,0,0,10045,607,58.1,800,0,4645191,0,0,0,0,0,0,0,0,0,4378927,0,0,0,3053,1049
2022-08-30 18:19:15.000,34.138.219.104:26258,0,18.2,0.167,0.00700,583412,200621,1799618,0,0,0,0,0,0,0,9498,566,54.9,779,0,4603248,0,0,0,0,0,0,0,0,0,4421713,0,0,0,3053,1038
2022-08-30 18:19:30.000,34.138.219.104:26258,0,17.6,0.167,0.00750,585248,199802,1795030,0,0,0,0,0,0,0,9246,545,53.5,770,0,4571790,0,0,0,0,0,0,0,0,0,4455136,0,0,0,3053,1031
2022-08-30 18:19:45.000,34.138.219.104:26258,0,16.7,0.167,0.00687,438554,213319,1802894,0,0,0,0,0,0,0,8782,515,50.8,753,0,4529847,0,0,0,0,0,0,0,0,0,4513070,0,0,0,3053,1022
2022-08-30 18:20:00.000,34.138.219.104:26258,0,16.3,0.167,0.00712,441845,212663,1736703,0,0,0,0,0,0,0,8566,500,49.6,745,0,4508876,0,0,0,0,0,0,0,0,0,4429359,0,0,0,3053,1019
2022-08-30 18:20:15.000,34.138.219.104:26258,0,15.6,0,0.00725,441125,217579,1757019,0,0,0.00250,0,0,0,0,8167,477,47.3,730,0,4456447,0,0,0,0,0,0,0,0,0,4477419,0,0,0,3053,1016
2022-08-30 18:20:30.000,34.138.219.104:26258,0,15.3,0,0.00963,440009,212827,1743257,0,0,0.00500,0,0,0,0,7981,466,46.2,723,0,4448583,0,0,0,0,0,0,0,0,0,4450221,0,0,0,3053,1016
2022-08-30 18:20:45.000,34.138.219.104:26258,0,14.8,0,0.00675,437862,212827,1753087,0,0,0,0,0,0,0,7634,453,44.2,711,0,4432854,0,0,0,0,0,0,0,0,0,4638075,0,0,0,3053,1011
2022-08-30 18:21:00.000,34.138.219.104:26258,0,14.5,0,0.00737,440419,212172,1740799,0,0,0,0,0,0,0,7471,440,43.3,705,0,4421058,0,0,0,0,0,0,0,0,0,4666818,0,0,0,3053,1010
2022-08-30 18:21:15.000,34.138.219.104:26258,0,13.9,0,0.00750,442199,200457,1802239,0,0,0,0,0,0,0,7167,421,41.5,694,0,4405329,0,0,0,0,0,0,0,0,0,4633394,0,0,0,3053,1010
2022-08-30 18:21:30.000,34.138.219.104:26258,0,13.7,0,0.00725,443032,200211,1812397,0,0,0.00250,0,0,0,0,7023,412,40.7,688,0,4397465,0,0,0,0,0,0,0,0,0,4676357,0,0,0,3053,1009
