"Time","instance","Value #sql count","Value #qps","Value #iops in progress","Value #cpu","Value #disk write bytes","Value #read batch latency p99","Value #exec latency p99","Value #admission wait queue length","Value #admission wait rate","Value #goroutines per cpu","Value #l0 sublevels","Value #l0 files","Value #quota used","Value #disk read bytes","Value #replica read bytes","Value #replica write bytes","Value #read keys","Value #write keys","Value #io tokens exhausted","Value #heartbeat latency p99","Value #kv used slots / total","Value #command latency p99","Value #compaction write bytes","Value #compaction read bytes","Value #write stall duratiion","Value #leaseholders","Value #memory"
2022-09-05 15:06:00.000,34.148.172.247:26258,0,593,0.200,0.155,5736322,2758033,124529321,0,0,0.156,0,0,0,0,7805,6610,372,8484,0,49073356,0,3834341,18536815,19424013,0,277,494772224
2022-09-05 15:06:15.000,34.148.172.247:26258,0,313,0.167,0.0833,6008565,2762656,125099330,0,0,0.00876,0,0,0,0,3547,2472,228,6481,0,46714060,0,3732376,10695778,10757873,0,254,503037952
2022-09-05 15:06:30.000,34.148.172.247:26258,0,262,0,0.0546,6752531,1807482,129086695,0,0,0.0250,0,0,0,0,2933,1986,194,5905,0,45770341,0,4054473,10260068,10318084,0,253,500023296
2022-09-05 15:06:45.000,34.148.172.247:26258,0,171,0,0.0612,6758835,351600,2371091,0,0,0.0412,0,0,0,0,1317,656,140,5030,0,43882905,0,428768,4935735,4972374,0,526,505184256
2022-09-05 15:07:00.000,34.148.172.247:26258,0,157,0,0.0904,7577140,356761,2353116,0,0,0.0237,0,0,0,0,154137,707,998,4742,0,42467327,0,409763,8246426,8297551,0,524,505860096
2022-09-05 15:07:15.000,34.148.172.247:26258,0,137,0,0.0845,8139763,358372,2422210,0,0,0.0169,0,0,0,0,133682,765,862,4303,0,40579890,0,335816,11812296,11872902,0,517,512069632
2022-09-05 15:07:30.000,34.148.172.247:26258,0,126,0,0.0823,8914853,381910,2400801,0,0,0.0256,1,2,0,0,125297,692,807,4107,0,39636172,0,330574,12255844,12315448,0,513,521601024
2022-09-05 15:07:45.000,34.148.172.247:26258,0,125,0,0.105,9669630,521666,3388210,0,0,0.0387,0,0,0,0,111738,1004,719,3809,0,37276876,0,508449,14145829,14205962,0,506,523243520
2022-09-05 15:08:00.000,34.148.172.247:26258,0,109,0,0.0761,10408229,519372,2923560,0,0,0.00937,0,0,0,0,105621,715,678,3676,0,36333157,0,516013,13652404,13712765,0,500,522403840
2022-09-05 15:08:15.000,34.148.172.247:26258,0,93.7,0,0.0525,10797741,471694,2830280,0,0,0.0219,0,0,0,0,95470,563,611,3436,0,34445721,0,557317,8975827,9021604,0,494,522203136
2022-09-05 15:08:30.000,34.148.172.247:26258,0,87.2,0,0.0637,11463159,473333,3023830,0,0,0.0150,0,0,0,0,91082,495,582,3332,0,33030143,0,559152,8519266,8558439,0,490,526467072
2022-09-05 15:08:45.000,34.148.172.247:26258,0,21.5,0,0.0576,11935672,493485,3740794,0,0,0.0150,0,0,0,0,83050,445,475,3160,0,31142706,0,593100,9828571,9886864,0,481,526073856
2022-09-05 15:09:00.000,34.148.172.247:26258,0,20.7,0.167,0.116,12909400,421068,3911187,0,0,0.0194,0,0,0,0,79731,425,456,3094,0,30198988,0,591243,13241678,13299863,0,478,530182144
2022-09-05 15:09:15.000,34.148.172.247:26258,0,18.3,0.167,0.0675,13597339,503971,4985978,0,0,0.0162,8,26,0,0,73808,367,422,2967,0,27839692,0,583597,12405130,12461557,0,474,544219136
2022-09-05 15:09:30.000,34.148.172.247:26258,0,16.3,0.167,0.0740,14287705,504135,3289906,0,0,0.0162,5,15,0,0,71138,328,406,2909,0,26895973,0,566066,9871533,9921337,0,470,557932544
2022-09-05 15:09:45.000,34.148.172.247:26258,635,336,0.167,0.389,15110716,402156,1306589,0,0,0.0681,0,0,0,0,145647,5005,679,2828,0,25008537,0,93634,11863106,11921473,0,496,628776960
2022-09-05 15:10:00.000,34.148.172.247:26258,1066,419,0,0.412,16300064,488216,1308701,0,0,0.0663,6,21,0,0,166944,6031,759,2828,0,23592959,0.0667,92861,18491149,18582223,0,500,643493888
2022-09-05 15:10:15.000,34.148.172.247:26258,1636,595,0,0.425,17892924,645447,1274370,0,0,0.138,1,4,0,0,206664,8816,902,2773,0,25197280,0,88722,24322320,24403281,0,499,659832832
2022-09-05 15:10:30.000,34.148.172.247:26258,2000,673,0.167,0.383,16879122,495008,1245267,0,0,0.0862,0,0,0,0,224481,9860,966,2752,0,24347934,0,88628,24414812,24499589,0,497,639492096
2022-09-05 15:10:45.000,34.148.172.247:26258,2000,810,0.333,0.413,16102675,419890,1181415,0,0,0.149,2,8,0,0,274890,11507,1142,2693,0,22224567,0,87115,21843134,21927192,0,495,724549632
2022-09-05 15:11:00.000,34.148.172.247:26258,2000,867,0.333,0.373,16650028,402251,1146597,0,0,0.0675,0,0,0,0,289291,12375,1193,2678,0,21375221,0,86378,26800695,26886533,0,496,697307136
2022-09-05 15:11:15.000,34.148.172.247:26258,2000,982,0.500,0.404,18207087,348018,1118833,0,0,0.0763,0,0,0,0,324151,14283,1316,2619,0,19676528,0,86678,29354608,29450695,0,499,710090752
2022-09-05 15:11:30.000,34.148.172.247:26258,2000,1029,0.333,0.407,19431805,399335,1113851,0,0,0.0831,4,9,0,0,333168,14699,1348,2604,0,18402508,0.333,85753,35919957,36028002,0,499,748089344
2022-09-05 15:11:45.000,34.148.172.247:26258,2000,1112,0.167,0.402,21428634,387522,1138629,0,0,0.0781,0,0,0,0,366913,15750,1465,2570,0,16703815,0,89004,33792666,33902323,0,499,762068992
2022-09-05 15:12:00.000,34.148.172.247:26258,2000,1155,0.167,0.425,22579002,397091,1145508,0,0,0.0769,0,0,0,0,412457,16253,1621,2562,0,15854468,0.0667,88948,37077830,37194650,0,499,771305472
2022-09-05 15:12:15.000,34.148.172.247:26258,2000,1222,0,0.466,25314537,457207,1190553,0,0,0.362,2,8,0,0,428954,17081,1679,2544,0,14108589,0.133,91413,47461834,47599106,0,498,790675456
2022-09-05 15:12:30.000,34.148.172.247:26258,2000,1251,0,0.434,26749874,515041,1252664,0,0,0.278,2,8,0,0,430599,17524,1685,2564,0,14014217,0,92853,55176867,55331265,0,499,804995072
2022-09-05 15:12:45.000,34.148.172.247:26258,2000,1304,0,0.437,29729997,555727,1276397,0,0,0.0475,0,0,0,0,435170,18481,1702,2521,0,13825474,0,92973,52984990,53125763,0,494,794075136
2022-09-05 15:13:00.000,34.148.172.247:26258,2000,1331,0,0.431,31232847,552053,1371618,0,0,0.169,1,3,0,0,438195,18858,1713,2509,0,13683916,0,92897,52850178,52991880,0,494,812883968
2022-09-05 15:13:15.000,34.148.172.247:26258,2000,1385,0,0.364,33241017,427454,1158223,0,0,0.0900,0,0,0,0,445444,19756,1739,2491,0,13495172,0,87557,34113952,34231925,0,493,868089856
2022-09-05 15:13:30.000,34.148.172.247:26258,2000,1405,0,0.378,34200484,375687,1094100,0,0,0.0506,1,4,0,0,447882,19940,1747,2451,0,13400800,0.0667,87231,32154063,32273874,0,495,868511744
2022-09-05 15:13:45.000,34.148.172.247:26258,2000,1456,0,0.424,36968716,434196,1142562,0,0,0.0575,6,30,0,205,455210,20989,1774,2435,0,13164871,0,85918,48684222,48832314,0,496,883916800
2022-09-05 15:14:00.000,34.148.172.247:26258,2000,1484,0,0.428,38182107,439870,1120823,0,0,0.0713,0,0,0,0,577837,21178,2192,2430,0,13070499,0,87595,50690332,50847131,0,497,908783616
2022-09-05 15:14:15.000,34.148.172.247:26258,2000,1535,0,0.282,39298775,393710,1123477,0,0,0.144,0,0,0,0,565924,21830,2153,2377,0,12881755,0.133,85270,21472091,21534647,0,498,913793024
2022-09-05 15:14:30.000,34.148.172.247:26258,2000,1528,0.167,0.285,39253267,269856,1135645,0,0,0.0688,0,0,0,0,554240,21838,2111,2354,0,12740197,0,81860,0,0,0,493,876404736
2022-09-05 15:14:45.000,34.148.172.247:26258,2000,1556,0.167,0.295,38230595,124083,1223313,0,0,0.0256,0,0,0,0,568398,22734,2159,2317,0,12551454,0,69824,0,0,0,493,932679680
2022-09-05 15:15:00.000,34.148.172.247:26258,2000,1569,0.167,0.292,37751208,83332,1288949,0,0,0.0556,0,0,0,0,565512,22903,2150,2305,0,12457082,0,65458,0,0,0,493,958771200
2022-09-05 15:15:15.000,34.148.172.247:26258,2000,1595,0.167,0.289,36365135,88423,1292935,0,0,0.0600,0,0,0,0,562359,23308,2139,2271,0,12221152,0,67672,642999,643038,0,493,943730688
2022-09-05 15:15:30.000,34.148.172.247:26258,2000,1602,0,0.289,36020083,88812,1316236,0,0,0.0600,0,0,0,0,559610,23533,2129,2255,0,12126780,0.133,69155,0,0,0,492,956141568
2022-09-05 15:15:45.000,34.148.172.247:26258,2000,1625,0,0.292,34577048,89051,1340769,0,0,0.0594,0,0,0,0,558087,23985,2124,2226,0,11938037,0,62657,0,0,0,492,974315520
2022-09-05 15:16:00.000,34.148.172.247:26258,2000,1636,0.167,0.290,33911448,88450,1373083,0,0,0.0462,0,0,0,0,558341,24122,2123,2212,0,11796479,0,61834,0,0,0,492,985604096
2022-09-05 15:16:15.000,34.148.172.247:26258,2000,1658,0.167,0.287,31775017,89132,1372316,0,0,0.0462,0,0,0,0,562018,24328,2135,2185,0,11607735,0,61822,0,0,0,492,1006354432
2022-09-05 15:16:30.000,34.148.172.247:26258,2000,1667,0.167,0.283,30754872,88958,1314696,0,0,0.0394,0,0,0,0,561504,24436,2134,2172,0,11513363,0.0667,63099,0,0,0,492,1049300992
2022-09-05 15:16:45.000,34.148.172.247:26258,2000,1678,0.167,0.302,28554756,92020,1212748,0,0,0.0337,0,0,0,0,558020,24527,2121,2148,0,11277434,0,64650,1803898,1879906,0,490,1119129600
2022-09-05 15:17:00.000,34.148.172.247:26258,2000,1687,0,0.292,27297411,95425,1160788,0,0,0.0631,0,0,0,0,584383,24651,2211,2136,0,11183062,0.0667,64866,1803898,1879906,0,490,1159344128
2022-09-05 15:17:15.000,34.148.172.247:26258,2000,1704,0.333,0.290,23587875,95622,1186099,0,0,0.0300,0,0,0,0,582958,24880,2206,2114,0,10994318,0,63016,0,0,0,490,1137807360
2022-09-05 15:17:30.000,34.148.172.247:26258,2000,1712,0.500,0.283,21965534,95673,1218583,0,0,0.0725,0,0,0,0,582318,24979,2204,2103,0,10852761,0,62773,0,0,0,490,1147863040
2022-09-05 15:17:45.000,34.148.172.247:26258,2000,1727,0.667,0.288,18663678,89062,1312329,0,0,0.0150,0,0,0,0,581080,25170,2199,2083,0,10664017,0,68127,0,0,0,490,1164730368
2022-09-05 15:18:00.000,34.148.172.247:26258,2000,1732,0.667,0.286,17513649,88675,1351501,0,0,0.0400,0,0,0,0,579373,25204,2193,2073,0,10569645,0,73314,0,0,0,489,1175793664
2022-09-05 15:18:15.000,34.148.172.247:26258,2000,1745,0.333,0.303,15918991,93087,1334176,0,0,0.0469,0,0,0,0,578390,25377,2190,2054,0,10333715,0.0667,95262,3856053,4312088,0,489,1122996224
2022-09-05 15:18:30.000,34.148.172.247:26258,2000,1753,0.167,0.288,14228219,93319,1271149,0,0,0.0406,0,0,0,0,578054,25484,2189,2045,0,10239344,0,97532,3856053,4312088,0,489,1133694976
2022-09-05 15:18:45.000,34.148.172.247:26258,2000,1766,0,0.288,10611422,92468,1150621,0,0,0.0525,0,0,0,0,577275,25620,2186,2027,0,10050600,0,85845,0,0,0,489,1153576960
2022-09-05 15:19:00.000,34.148.172.247:26258,2000,1772,0,0.288,9186438,92662,1084833,0,0,0.0431,0,0,0,0,576911,25718,2185,2019,0,9909042,0,93374,0,0,0,489,1163243520
2022-09-05 15:19:15.000,34.148.172.247:26258,2000,1784,0,0.284,9256706,89190,1116619,0,0,0.0581,0,0,0,0,576113,25852,2182,2002,0,9720299,0.0667,84688,0,0,0,489,1174962176
2022-09-05 15:19:30.000,34.148.172.247:26258,2000,1790,0,0.284,9366097,89548,1161930,0,0,0.0437,0,0,0,0,575777,25918,2181,1994,0,9625927,0,73635,0,0,0,489,1183932416
2022-09-05 15:19:45.000,34.148.172.247:26258,2000,1801,0.167,0.283,9286677,93084,1231135,0,0,0.0431,0,0,0,0,590758,26053,2232,1979,0,9431940,0.0667,69625,0,0,0,489,1198501888
2022-09-05 15:20:00.000,34.148.172.247:26258,2000,1808,0.167,0.334,9515361,146162,1211317,0,0,0.0887,0,0,0,0,661714,26137,2473,1977,0,9421454,0,68249,5706646,6351328,0,489,1045893120
2022-09-05 15:20:15.000,34.148.172.247:26258,2000,1814,0.167,0.289,9048008,149140,1126194,0,0,0.0500,0,0,0,0,657215,26222,2458,1962,0,9400483,0.0667,67044,0,0,0,488,1111617536
2022-09-05 15:20:30.000,34.148.172.247:26258,2000,1819,0.167,0.287,8799041,148593,1075158,0,0,0.0544,0,0,0,0,655773,26301,2453,1955,0,9384754,0,65016,0,0,0,488,1089212416
2022-09-05 15:20:45.000,34.148.172.247:26258,2000,1829,0,0.296,8293256,89013,920332,0,0,0.0463,0,0,0,0,653484,26418,2445,1941,0,9363783,0,61262,0,0,0,488,1086468096
2022-09-05 15:21:00.000,34.148.172.247:26258,2000,1835,0,0.301,8056041,95388,908872,0,0,0.0525,0,0,0,0,684375,26500,2550,1935,0,9353297,0,61828,0,0,0,488,1133309952
2022-09-05 15:21:15.000,34.148.172.247:26258,2000,1844,0,0.288,7570171,95884,847225,0,0,0.0294,0,0,0,0,680908,26599,2538,1922,0,9327083,0,59115,0,0,0,488,1112944640
2022-09-05 15:21:30.000,34.148.172.247:26258,2000,1848,0,0.312,7750169,103273,848232,0,0,0.0275,0,0,0,0,679312,26663,2533,1916,0,9316597,0,58535,4983135,6069126,0,488,1082597376
2022-09-05 15:21:45.000,34.148.172.247:26258,2000,1857,0.167,0.289,7473519,93968,851233,0,0,0.0325,0,0,0,0,676297,26800,2522,1904,0,9295625,0,56047,0,0,0,488,1092321280
2022-09-05 15:22:00.000,34.148.172.247:26258,2000,1861,0.167,0.286,7406317,93029,856350,0,0,0.0519,0,0,0,0,674894,26852,2518,1898,0,9285139,0,55611,0,0,0,488,1101332480
2022-09-05 15:22:15.000,34.148.172.247:26258,2000,1870,0.167,0.288,6888879,87001,879233,0,0,0.0681,0,0,0,0,672135,26957,2508,1887,0,12551454,0.0667,56693,0,0,0,488,1117839360
2022-09-05 15:22:30.000,34.148.172.247:26258,2000,1873,0.167,0.296,6646537,86948,890687,0,0,0.0631,0,0,0,0,670781,27022,2504,1882,0,12457082,0,56581,0,0,0,488,1087426560
2022-09-05 15:22:45.000,34.148.172.247:26258,2000,1881,0,0.291,6140822,88501,878290,0,0,0.0350,0,0,0,0,668156,27094,2495,1871,0,12221152,0.0667,56635,0,0,0,488,1119617024
2022-09-05 15:23:00.000,34.148.172.247:26258,2000,1885,0,0.311,5886686,155122,861120,0,0,0.0281,0,0,0,0,741280,27137,2743,1866,0,12126780,0.0667,57572,0,0,0,488,1224400896
2022-09-05 15:23:15.000,34.148.172.247:26258,2000,1893,0.167,0.291,5815473,167618,844918,0,0,0.0550,0,0,0,0,737293,27235,2730,1856,0,11938037,0.0667,59025,4660083,4964890,0,488,1092722688
2022-09-05 15:23:30.000,34.148.172.247:26258,2000,1896,0.167,0.287,5813382,163550,828921,0,0,0.0675,0,0,0,0,735407,27283,2723,1851,0,11796479,0,58466,0,0,0,488,1105498112
2022-09-05 15:23:45.000,34.148.172.247:26258,2000,1903,0.167,0.288,5687917,97026,828443,0,0,0.153,0,0,0,0,731738,27442,2711,1842,0,11607735,0,59092,0,0,0,488,1111633920
2022-09-05 15:24:00.000,34.148.172.247:26258,2000,1906,0.167,0.292,5435886,89602,819928,0,0,0.0619,0,0,0,0,729976,27525,2704,1838,0,11513363,0,58070,0,0,0,488,1086926848
2022-09-05 15:24:15.000,34.148.172.247:26258,2000,1912,0,0.287,4931810,90405,817862,0,0,0.0294,0,0,0,0,726507,27618,2692,1829,0,11277434,0,59717,0,0,0,488,1141854208
2022-09-05 15:24:30.000,34.148.172.247:26258,2000,1915,0,0.286,4684426,89522,815998,0,0,0.0212,0,0,0,0,724735,27638,2686,1824,0,11183062,0,60044,0,0,0,488,1149542400
2022-09-05 15:24:45.000,34.148.172.247:26258,2014,1921,0,0.364,4556094,99481,852243,0,0,0.0656,0,0,0,205,721670,27828,2675,1817,0,13453229,0.0667,61125,6348279,6813220,0,488,1054621696
2022-09-05 15:25:00.000,34.148.172.247:26258,2128,1930,0,0.337,4580020,98974,854720,0,0,0.0431,0,0,0,0,721526,27929,2675,1813,0,13421772,0.0667,61511,4809331,4990019,0,488,1099812864
2022-09-05 15:25:15.000,34.148.172.247:26258,2357,1947,0,0.340,4649200,97459,853096,0,0,0.0544,0,0,0,0,721482,28174,2677,1807,0,13379829,0,59746,0,0,0,488,1119612928
2022-09-05 15:25:30.000,34.148.172.247:26258,2571,1956,0,0.345,4677491,93125,837261,0,0,0.0500,0,0,0,0,721563,28353,2677,1804,0,13358857,0,58307,0,0,0,488,1131208704
2022-09-05 15:25:45.000,34.148.172.247:26258,2572,1973,0,0.342,4731487,89776,830394,0,0,0.0519,0,0,0,0,721713,28568,2679,1798,0,14653849,0.133,60508,0,0,0,488,1159319552
2022-09-05 15:26:00.000,34.148.172.247:26258,2572,1981,0,0.353,4757292,96920,834386,0,0,0.167,0,0,0,0,752116,28678,2783,1795,0,14601420,0.0667,62715,0,0,0,488,1152180224
2022-09-05 15:26:15.000,34.148.172.247:26258,2571,1997,0.167,0.341,4857701,111947,838161,0,0,0.103,0,0,0,0,751478,28906,2781,1789,0,14496562,0,60806,5606640,6252960,0,488,1133314048
2022-09-05 15:26:30.000,34.148.172.247:26258,2572,2004,0.167,0.340,4880610,112405,835078,0,0,0.0481,0,0,0,0,751164,29008,2781,1786,0,14417919,0,61315,0,0,0,488,1143586816
2022-09-05 15:26:45.000,34.148.172.247:26258,2571,2019,0.167,0.343,4934352,97970,834512,0,0,0.0556,0,0,0,0,750580,29239,2780,1780,0,14313061,0.0667,59609,0,0,0,488,1164804096
2022-09-05 15:27:00.000,34.148.172.247:26258,2571,2027,0.167,0.343,4958618,93567,826011,0,0,0.0469,0,0,0,0,764529,29323,2827,1778,0,14260633,0,60838,0,0,0,488,1182359552
2022-09-05 15:27:15.000,34.148.172.247:26258,2572,2041,0,0.352,5184703,97588,835510,0,0,0.0375,1,7,0,0,768270,29511,2841,1772,0,16751001,0.133,65092,961008,1272534,0,488,1153646592
2022-09-05 15:27:30.000,34.148.172.247:26258,2572,2048,0,0.365,5600390,105388,835904,0,0,0.0725,0,0,0,0,767850,29607,2840,1770,0,16698572,0,63453,6918752,7729580,0,488,1101688832
2022-09-05 15:27:45.000,34.148.172.247:26258,2571,2061,0,0.342,5650799,101683,836309,0,0,0.0681,0,0,0,0,766939,29794,2838,1765,0,16630414,0,64903,0,0,0,488,1150377984
2022-09-05 15:28:00.000,34.148.172.247:26258,2571,2067,0,0.339,5213883,102221,835356,0,0,0.0519,0,0,0,0,766550,29868,2837,1762,0,19608370,0.0667,61748,0,0,0,488,1160912896
2022-09-05 15:28:15.000,34.148.172.247:26258,2571,2080,0,0.341,5261722,93977,831792,0,0,0.0488,0,0,0,0,765668,30028,2835,1757,0,19482541,0,61347,0,0,0,488,1179762688
2022-09-05 15:28:30.000,34.148.172.247:26258,2571,2086,0,0.341,5282837,93883,831960,0,0,0.0362,0,0,0,0,765268,30105,2834,1754,0,19419627,0,60704,0,0,0,488,1188753408
2022-09-05 15:28:45.000,34.148.172.247:26258,2571,2098,0,0.368,5941290,97915,837445,0,0,0.0512,0,0,0,0,764567,30272,2832,1750,0,22408068,0,60508,7575959,8496077,0,488,1137971200
2022-09-05 15:29:00.000,34.148.172.247:26258,2571,2104,0,0.339,5963564,96561,833965,0,0,0.0325,0,0,0,0,764208,30341,2831,1747,0,22345154,0,60027,7575959,8496077,0,488,1148035072
2022-09-05 15:29:15.000,34.148.172.247:26258,2571,2116,0,0.338,6012984,95525,832140,0,0,0.0687,0,0,0,0,763455,30493,2830,1743,0,23834131,0,59313,0,0,0,488,1167056896
2022-09-05 15:29:30.000,34.148.172.247:26258,2571,2122,0,0.340,5804230,93840,830305,0,0,0.0569,0,0,0,0,763130,30566,2829,1740,0,23802674,0,59325,0,0,0,488,1176080384
2022-09-05 15:29:45.000,34.148.172.247:26258,2572,2133,0,0.339,5471974,89380,830225,0,0,0.0319,0,0,0,0,762422,30698,2827,1736,0,23760731,0,59808,0,0,0,488,1197252608
2022-09-05 15:30:00.000,34.148.172.247:26258,2572,2139,0,0.347,5452397,97584,833739,0,0,0.0612,0,0,0,0,800655,30759,2957,1735,0,23739760,0,60282,0,0,0,488,1259999232
2022-09-05 15:30:15.000,34.148.172.247:26258,2572,2149,0.167,0.339,6039072,131406,836162,0,0,0.0707,0,0,0,0,799411,30894,2954,1731,0,37109104,0,59702,7352494,7800457,0,488,1128996864
2022-09-05 15:30:30.000,34.148.172.247:26258,2571,2154,0.167,0.337,6034736,131477,833873,0,0,0.0794,0,0,0,0,798801,30956,2952,1729,0,36668702,0,58357,0,0,0,488,1140408320
2022-09-05 15:30:45.000,34.148.172.247:26258,2571,2165,0.167,0.338,6033013,99397,830123,0,0,0.0825,0,0,0,0,797745,31098,2949,1725,0,35787898,0.0667,57034,0,0,0,488,1160712192
2022-09-05 15:31:00.000,34.148.172.247:26258,2571,2171,0.167,0.372,5560518,236213,828619,0,0,0.0581,0,0,0,0,893914,31153,3277,1722,0,35347496,0,57387,0,0,0,488,1281994752
2022-09-05 15:31:15.000,34.148.172.247:26258,2572,2181,0,0.343,5548696,237358,840748,0,0,0.156,0,0,0,0,891647,31277,3270,1718,0,49996103,0,60388,0,0,0,488,1239732224
2022-09-05 15:31:30.000,34.148.172.247:26258,2572,2186,0,0.367,6138110,242543,847229,0,0,0.0569,0,0,0,0,890438,31334,3266,1716,0,49828331,0,60873,7357126,7604718,0,488,1155280896
2022-09-05 15:31:45.000,34.148.172.247:26258,2572,2196,0,0.338,6139480,97760,841666,0,0,0.0919,0,0,0,0,888108,31461,3258,1713,0,55343840,0,59017,0,0,0,488,1176547328
2022-09-05 15:32:00.000,34.148.172.247:26258,2572,2200,0,0.343,6137178,118849,837374,0,0,0.0750,0,0,0,0,911503,31523,3338,1711,0,55301897,0.0667,59662,0,0,0,488,1208455168
2022-09-05 15:32:15.000,34.148.172.247:26258,2571,2209,0.167,0.336,5574938,94268,825635,0,0,0.0681,0,0,0,0,908919,31634,3330,1707,0,55218011,0,58625,0,0,0,488,1237430272
2022-09-05 15:32:30.000,34.148.172.247:26258,2572,2214,0.167,0.339,5571789,93067,825967,0,0,0.0412,0,0,0,0,907669,31692,3326,1706,0,55155097,0,60347,0,0,0,488,1248288768
2022-09-05 15:32:45.000,34.148.172.247:26258,2572,2222,0.167,0.369,6150003,92137,835467,0,0,0.272,0,0,0,0,905115,31820,3318,1702,0,55847157,0,59527,7184923,7843347,0,488,1147805696
2022-09-05 15:33:00.000,34.148.172.247:26258,2572,2226,0.167,0.336,6150554,91893,836568,0,0,0.0344,0,0,0,0,903854,31878,3314,1700,0,55826185,0.0667,60195,7184923,7843347,0,488,1139073024
2022-09-05 15:33:15.000,34.148.172.247:26258,2571,2235,0,0.331,6146698,93101,832461,0,0,0.0903,0,0,0,0,901511,31985,3307,1697,0,55773756,0,59230,0,0,0,488,1193639936
2022-09-05 15:33:30.000,34.148.172.247:26258,2571,2239,0,0.342,6146486,92890,832825,0,0,0.0564,0,0,0,0,900331,32051,3303,1695,0,55752785,0,58231,0,0,0,488,1229287424
2022-09-05 15:33:45.000,34.148.172.247:26258,2571,2247,0,0.341,5538555,87294,831330,0,0,0.0469,0,0,0,0,898069,32200,3295,1692,0,55710842,0.0667,59222,0,0,0,488,1251983360
2022-09-05 15:34:00.000,34.148.172.247:26258,2571,2251,0,0.339,5545984,86401,834147,0,0,0.0900,0,0,0,0,896927,32262,3292,1690,0,55679385,0,60739,0,0,0,488,1261719552
2022-09-05 15:34:15.000,34.148.172.247:26258,2571,2259,0,0.345,6136740,96421,848048,0,0,0.0838,0,0,0,0,894937,32457,3285,1687,0,55637442,0,62191,7371099,8184589,0,488,1160335360
2022-09-05 15:34:30.000,34.148.172.247:26258,2572,2263,0,0.337,6134141,98281,847236,0,0,0.0544,0,0,0,0,893854,32505,3282,1686,0,55616470,0,64032,0,0,0,488,1192833024
2022-09-05 15:34:45.000,34.148.172.247:26258,2572,2270,0,0.355,6513134,108643,854618,0,0,0.196,0,0,0,0,891709,32614,3275,1683,0,56612617,0,65549,4779925,4998121,0,488,1181237248
2022-09-05 15:35:00.000,34.148.172.247:26258,2572,2275,0,0.348,5923805,130113,848868,0,0,0.0306,0,0,0,0,922213,32658,3379,1419,0,56591646,0,63684,4779925,4998121,0,488,1240100864
2022-09-05 15:35:15.000,34.148.172.247:26258,2571,2277,0,0.336,5920528,115864,847457,0,0,0.0550,0,0,0,0,906940,32719,3301,1419,0,57598279,0,63071,0,0,0,487,1261318144
2022-09-05 15:35:30.000,34.148.172.247:26258,2571,2280,0,0.338,5914638,115305,845067,0,0,0.0363,0,0,0,0,905873,32733,3298,1420,0,57566821,0.133,63956,0,0,0,487,1271283712
2022-09-05 15:35:45.000,34.148.172.247:26258,2572,2406,0,0.334,5918480,87777,837047,0,0,0.0725,0,0,0,0,946981,34622,3449,1430,0,57524878,0.0667,63723,0,0,0,487,1292423168
2022-09-05 15:36:00.000,34.148.172.247:26258,2572,2412,0,0.343,5925429,102784,840038,0,0,0.0912,0,0,0,0,976876,34706,3552,1432,0,57503907,0.133,62942,0,0,0,487,1311440896
2022-09-05 15:36:15.000,34.148.172.247:26258,2572,2419,0,0.344,5914003,153155,841816,0,0,0.0482,0,0,0,0,1010311,34783,3666,1433,0,57451478,0,62306,7270216,8092688,0,486,1177870336
2022-09-05 15:36:30.000,34.148.172.247:26258,2571,2422,0,0.345,5906870,158003,839678,0,0,0.0525,0,0,0,0,1010004,34816,3666,1433,0,57430507,0.0667,61987,0,0,0,486,1222602752
2022-09-05 15:36:45.000,34.148.172.247:26258,2571,2559,0,0.335,5903226,96634,834676,0,0,0.0750,0,0,0,0,1051749,36706,3821,1436,0,58437139,0,62307,0,0,0,486,1254998016
2022-09-05 15:37:00.000,34.148.172.247:26258,2571,2561,0,0.337,5901926,87830,821623,0,0,0.0425,0,0,0,0,1049959,36718,3815,1439,0,58416168,0,62697,0,0,0,486,1265709056
2022-09-05 15:37:15.000,34.148.172.247:26258,2572,2566,0,0.336,5897958,87549,827679,0,0,0.0644,0,0,0,0,1045929,36774,3802,1438,0,61488496,0,62000,0,0,0,485,1286266880
2022-09-05 15:37:30.000,34.148.172.247:26258,2572,2562,0,0.369,6510069,96473,833528,0,0,0.0538,0,0,0,0,1042091,36778,3788,1439,0,61404610,0,62123,7606272,8221242,0,484,1210179584
2022-09-05 15:37:45.000,34.148.172.247:26258,2572,2566,0,0.336,5927858,96016,834317,0,0,0.0694,0,0,0,0,1038612,36842,3777,1438,0,61194894,0,59123,0,0,0,484,1231556608
2022-09-05 15:38:00.000,34.148.172.247:26258,2572,2568,0,0.366,5926347,199769,834888,0,0,0.0850,0,0,0,0,1094579,36862,3967,1438,0,61111008,0,60864,0,0,0,484,1321316352
2022-09-05 15:38:15.000,34.148.172.247:26258,2571,2572,0,0.330,5921898,127813,826494,0,0,0.0675,0,0,0,0,1089601,36901,3951,1438,0,60943236,0.0667,62118,0,0,0,484,1306193920
2022-09-05 15:38:30.000,34.148.172.247:26258,2572,2567,0,0.328,5920796,124517,828821,0,0,0.0812,0,0,0,0,1085139,36827,3935,1437,0,60817407,0,62013,0,0,0,483,1316782080
