"Time","instance","Value #sql count","Value #qps","Value #iops in progress","Value #cpu","Value #disk write bytes","Value #read batch latency p99","Value #exec latency p99","Value #admission wait queue length","Value #admission wait rate","Value #goroutines per cpu","Value #l0 sublevels","Value #l0 files","Value #quota used","Value #disk read bytes","Value #replica read bytes","Value #replica write bytes","Value #read keys","Value #write keys","Value #io tokens exhausted","Value #heartbeat latency p99","Value #kv used slots / total","Value #command latency p99","Value #compaction write bytes","Value #compaction read bytes","Value #write stall duratiion","Value #leaseholders","Value #memory"
2022-09-05 15:11:15.000,34.148.123.228:26258,2000,928,0,0.344,13248667,259757,1023995,0,0,0.0706,0,0,0,0,244644,13449,924,1586,0,15660482,0,83386,18534450,18602383,0,413,670302208
2022-09-05 15:11:30.000,34.148.123.228:26258,2000,988,0.167,0.343,14466775,263203,1010635,0,0,0.0575,2,7,0,0,258063,14156,975,1601,0,13584301,0.0769,85041,20318132,20391139,0,411,710963200
2022-09-05 15:11:45.000,34.148.123.228:26258,2000,1013,0.167,0.393,15630435,254965,984669,0,0,0.0719,7,28,0,0,263502,14552,996,1631,0,12546211,0,84779,26375993,26459441,0,415,707379200
2022-09-05 15:12:00.000,34.148.123.228:26258,2000,1093,0.167,0.378,17191491,322363,1047883,0,0,0.0488,0,0,0,0,486069,15654,2218,1639,0,9950985,0.0769,89090,29270997,29359126,0,414,696434688
2022-09-05 15:12:15.000,34.148.123.228:26258,2000,1109,0.167,0.399,18381054,316261,1042895,0,0,0.0862,0,0,0,0,476098,15839,2152,1647,0,8912895,0,88041,35800196,35896973,0,414,710176768
2022-09-05 15:12:30.000,34.148.123.228:26258,2000,1169,0,0.402,20596213,438447,1286230,0,0,0.0925,9,31,0,0,465548,16660,2066,1688,0,14449376,0,92332,34815006,34927605,0,418,759300096
2022-09-05 15:12:45.000,34.148.123.228:26258,2000,1196,0,0.410,22145532,454287,1422466,0,0,0.0813,0,0,0,0,461767,17035,2033,1681,0,14276361,0,92534,41426172,41555056,0,417,738091008
2022-09-05 15:13:00.000,34.148.123.228:26258,2000,1244,0,0.390,24614333,432450,1361182,0,0,0.0650,0,0,0,0,514403,17656,2179,1693,0,14045675,0,92817,39755045,39904064,0,419,809775104
2022-09-05 15:13:15.000,34.148.123.228:26258,2000,1261,0,0.359,25620452,421003,1260756,0,0,0.0437,2,2,0,0,503594,17916,2128,1687,0,13930331,0.0769,90306,31817499,31932992,0,419,815579136
2022-09-05 15:13:30.000,34.148.123.228:26258,2000,1294,0,0.368,27556800,315238,1088606,0,0,0.0793,2,8,0,0,492227,18369,2065,1681,0,13641973,0.0769,86709,30812831,30951130,0,418,815460352
2022-09-05 15:13:45.000,34.148.123.228:26258,2000,1304,0,0.403,28892548,369458,1159373,0,0,0.0638,0,0,0,0,486866,18564,2036,1681,0,13526629,0,87832,39957030,40097285,0,418,804438016
2022-09-05 15:14:00.000,34.148.123.228:26258,2000,1348,0,0.443,32235365,406409,1256012,0,0,0.0519,2,8,0,0,616259,19146,2459,1698,0,13295943,0.0769,89954,53692052,53880616,0,419,862019584
2022-09-05 15:14:15.000,34.148.123.228:26258,2000,1364,0,0.357,33135778,375490,1194843,0,0,0.0506,0,0,0,0,593614,19337,2374,1686,0,19272826,0,88517,42276182,42445540,0,419,836833280
2022-09-05 15:14:30.000,34.148.123.228:26258,2000,1389,0,0.284,32678622,220921,1113352,0,0,0.0338,0,0,0,0,573059,19724,2290,1653,0,19021168,0,82937,3350709,3357891,0,419,886579200
2022-09-05 15:14:45.000,34.148.123.228:26258,2000,1399,0.167,0.280,32721503,125585,1155278,0,0,0.0725,0,0,0,0,566344,19861,2261,1638,0,18895339,0,75749,0,0,0,419,894742528
2022-09-05 15:15:00.000,34.148.123.228:26258,2000,1420,0.167,0.313,31663605,86441,1209745,0,0,0.0425,1,2,0,0,700108,20163,2922,1616,0,18580766,0,68146,3304919,3470981,0,419,914997248
2022-09-05 15:15:15.000,34.148.123.228:26258,2000,1429,0.167,0.290,31127044,90467,1214551,0,0,0.0513,1,3,0,0,690618,20266,2877,1606,0,18454937,0.0769,67721,4168620,4336524,0,419,829820928
2022-09-05 15:15:30.000,34.148.123.228:26258,2000,1444,0.167,0.281,30075120,91175,1243710,0,0,0.0256,1,3,0,0,673775,20379,2798,1587,0,18203278,0,68984,0,0,0,419,886378496
2022-09-05 15:15:45.000,34.148.123.228:26258,1999,1452,0,0.277,29781282,84963,1266986,0,0,0.0362,1,3,0,0,666626,20447,2764,1578,0,18014535,0,69422,0,0,0,419,894283776
2022-09-05 15:16:00.000,34.148.123.228:26258,2000,1466,0,0.284,28916362,81823,1403556,0,0,0.0650,1,3,0,0,654164,20662,2703,1563,0,17762876,0,68562,0,0,0,420,912429056
2022-09-05 15:16:15.000,34.148.123.228:26258,2000,1473,0,0.280,28352752,82270,1405773,0,0,0.0700,1,3,0,0,659318,20772,2712,1557,0,17637047,0,69747,0,0,0,420,927870976
2022-09-05 15:16:30.000,34.148.123.228:26258,2000,1486,0.167,0.280,26869068,83117,1331414,0,0,0.0319,1,3,0,0,648527,20948,2660,1543,0,17322475,0,70745,0,0,0,420,949030912
2022-09-05 15:16:45.000,34.148.123.228:26258,2000,1493,0.333,0.277,26108695,85892,1256249,0,0,0.0225,1,3,0,0,643624,21014,2636,1537,0,17196645,0,71238,0,0,0,420,1017294848
2022-09-05 15:17:00.000,34.148.123.228:26258,2000,1504,0.500,0.280,23868070,85002,1181195,0,0,0.0375,0,0,0,0,634674,21169,2592,1526,0,16944987,0.0769,69048,1083144,1110252,0,420,1039724544
2022-09-05 15:17:15.000,34.148.123.228:26258,2000,1511,0.500,0.280,22847107,85118,1216513,0,0,0.0356,0,0,0,0,630715,21249,2573,1521,0,16756243,0.0769,68560,0,0,0,420,1051377664
2022-09-05 15:17:30.000,34.148.123.228:26258,2000,1521,0.500,0.276,20363561,83671,1290809,0,0,0.0369,0,0,0,0,623013,21402,2535,1513,0,16504585,0,66620,0,0,0,420,1056444416
2022-09-05 15:17:45.000,34.148.123.228:26258,2000,1526,0.333,0.279,18965356,83559,1334945,0,0,0.0462,0,0,0,0,619468,21493,2518,1508,0,16378756,0,70024,0,0,0,420,1064546304
2022-09-05 15:18:00.000,34.148.123.228:26258,2000,1537,0.167,0.279,17160404,85266,1327268,0,0,0.0650,0,0,0,0,612963,21653,2485,1500,0,16064183,0,76946,0,0,0,420,1083383808
2022-09-05 15:18:15.000,34.148.123.228:26258,2000,1541,0.333,0.280,16303337,85349,1309148,0,0,0.0438,0,0,0,0,609890,21724,2470,1496,0,15938354,0,81378,0,0,0,420,1092313088
2022-09-05 15:18:30.000,34.148.123.228:26258,2000,1551,0.333,0.295,14021837,89604,1236081,0,0,0.0350,0,0,0,0,604167,21854,2442,1489,0,15686696,0.154,87873,2986659,3152057,0,420,962412544
2022-09-05 15:18:45.000,34.148.123.228:26258,2000,1555,0.333,0.282,12103496,89261,1188234,0,1265,0.0481,0,0,0,0,601501,21898,2429,1486,0,15497952,0,89274,2986659,3152057,0,420,1008066560
2022-09-05 15:19:00.000,34.148.123.228:26258,2000,1566,0.333,0.308,9074109,135971,1017247,0,1150,0.0656,0,0,0,0,665424,22020,2639,1479,0,15246294,0,86124,0,0,0,420,1084854272
2022-09-05 15:19:15.000,34.148.123.228:26258,2000,1570,0.167,0.283,8846880,133067,1041356,0,1265,0.0544,0,0,0,0,661966,22091,2623,1476,0,15120465,0,87132,0,0,0,420,1075154944
2022-09-05 15:19:30.000,34.148.123.228:26258,2000,1578,0,0.281,9176777,131769,1151628,0,0,0.0562,0,0,0,0,655482,22196,2594,1470,0,14805892,0,77744,0,0,0,421,1091895296
2022-09-05 15:19:45.000,34.148.123.228:26258,2000,1582,0,0.283,9170436,85145,1191804,0,0,0.0356,0,0,0,0,652511,22239,2581,1468,0,14680063,0,77536,0,0,0,421,1100099584
2022-09-05 15:20:00.000,34.148.123.228:26258,2000,1590,0,0.303,9373244,102769,1193889,0,0,0.0631,0,0,0,0,671010,22352,2638,1464,0,14449376,0.0455,73587,4287610,5155560,0,421,1053040640
2022-09-05 15:20:15.000,34.148.123.228:26258,2000,1593,0,0.284,9248584,103427,1169760,0,0,0.0750,0,0,0,0,667761,22404,2623,1461,0,14276361,0,70760,4287610,5155560,0,422,1027649536
2022-09-05 15:20:30.000,34.148.123.228:26258,2000,1605,0.167,0.281,9165591,104380,1147833,0,0,0.0619,0,0,0,0,663023,22533,2602,1457,0,14045675,0.0909,68175,0,0,0,422,1040097280
2022-09-05 15:20:45.000,34.148.123.228:26258,2000,1608,0.167,0.276,9157752,87877,1135996,0,0,0.146,0,0,0,0,660231,22590,2590,1455,0,13930331,0,68407,0,0,0,422,1067126784
2022-09-05 15:21:00.000,34.148.123.228:26258,2000,1614,0.167,0.286,9150069,88835,1173758,0,0,0.106,0,0,0,0,659579,22651,2583,1450,0,13641973,0.0455,71966,0,0,0,422,1059004416
2022-09-05 15:21:15.000,34.148.123.228:26258,2000,1617,0.167,0.282,9149617,89086,1171690,0,0,0.0581,0,0,0,0,657006,22700,2572,1449,0,13526629,0.0455,70322,0,0,0,422,1089945600
2022-09-05 15:21:30.000,34.148.123.228:26258,2000,1623,0.167,0.278,9156636,97680,1161074,0,0,0.0594,0,0,0,0,651982,22791,2550,1445,0,13295943,0.0455,70532,0,0,0,422,1107148800
2022-09-05 15:21:45.000,34.148.123.228:26258,2000,1626,0.167,0.309,9385645,97129,1126688,0,0,0.0681,0,0,0,0,649632,22848,2540,1443,0,13122928,0,68277,6015577,6660901,0,422,1004269568
2022-09-05 15:22:00.000,34.148.123.228:26258,2000,1632,0.167,0.280,9106538,93979,1019169,0,0,0.0469,0,0,0,0,645059,22918,2520,1439,0,12892241,0,64095,0,0,0,422,1044627456
2022-09-05 15:22:15.000,34.148.123.228:26258,2000,1635,0.167,0.281,8853222,94029,925007,0,0,0.0206,0,0,0,0,642814,22966,2510,1438,0,12776898,0,62795,0,0,0,422,1052553216
2022-09-05 15:22:30.000,34.148.123.228:26258,2000,1640,0.167,0.283,8344964,86619,904944,0,0,0.0488,0,0,0,0,638591,23042,2492,1435,0,18580766,0,63348,0,0,0,422,1068740608
2022-09-05 15:22:45.000,34.148.123.228:26258,2000,1642,0.167,0.280,8084431,87451,897533,0,0,0.0169,0,0,0,0,636570,23060,2483,1433,0,18454937,0,63932,0,0,0,422,1076404224
2022-09-05 15:23:00.000,34.148.123.228:26258,2000,1648,0.333,0.284,7581131,88784,862371,0,0,0.0575,0,0,0,0,632720,23139,2466,1430,0,18203278,0.0455,64584,0,0,0,422,1091936256
2022-09-05 15:23:15.000,34.148.123.228:26258,2000,1650,0.333,0.306,7819730,94198,851729,0,0,0.0481,0,0,0,205,630791,23167,2458,1429,0,23194500,0,63444,5947893,6649783,0,422,1022443520
2022-09-05 15:23:30.000,34.148.123.228:26258,2000,1655,0.167,0.283,7505496,94417,837398,0,0,0.114,0,0,0,0,627175,23257,2443,1426,0,23026728,0,61915,0,0,0,422,1042075648
2022-09-05 15:23:45.000,34.148.123.228:26258,2000,1657,0.167,0.286,7504451,94535,839485,0,0,0.0325,0,0,0,0,625401,23290,2435,1424,0,22942842,0,61746,0,0,0,422,1045938176
2022-09-05 15:24:00.000,34.148.123.228:26258,2000,1662,0,0.288,7485030,89105,834137,0,0,0.0319,0,0,0,0,628403,23359,2442,1422,0,22733127,0.0455,65343,0,0,0,422,1067253760
2022-09-05 15:24:15.000,34.148.123.228:26258,2000,1663,0,0.285,7238508,88704,831868,0,0,0.0362,0,0,0,0,626645,23395,2435,1421,0,22649241,0,66389,0,0,0,422,1091567616
2022-09-05 15:24:30.000,34.148.123.228:26258,1849,1668,0,0.280,6741762,88171,832162,0,0,0.0631,0,0,0,0,623303,23468,2420,1418,0,22481468,0,71223,0,0,0,422,1106989056
2022-09-05 15:24:45.000,34.148.123.228:26258,1954,1664,0,0.191,6453177,97487,855053,0,0,0.0244,0,0,0,0,620326,23417,2408,1416,0,22355639,0,71811,0,0,0,422,1114435584
2022-09-05 15:25:00.000,34.148.123.228:26258,2183,1678,0,0.327,6505267,94109,858340,0,0,0.0319,0,0,0,0,619688,23634,2404,1416,0,22187867,0,67167,5408299,5907616,0,422,1039134720
2022-09-05 15:25:15.000,34.148.123.228:26258,2297,1685,0,0.331,6378447,93666,855960,0,0,0.0519,0,0,0,0,620144,23727,2407,1416,0,22103981,0.0455,66059,0,0,0,422,1054289920
2022-09-05 15:25:30.000,34.148.123.228:26258,2571,1699,0,0.333,5934412,86759,837549,0,0,0.0619,0,0,0,0,619727,23947,2404,1415,0,21894266,0.0455,63588,0,0,0,422,1074434048
2022-09-05 15:25:45.000,34.148.123.228:26258,2571,1706,0,0.333,5713779,86780,836582,0,0,0.0694,0,0,0,0,619596,24052,2402,1415,0,21810380,0,63282,0,0,0,422,1083432960
2022-09-05 15:26:00.000,34.148.123.228:26258,2571,1719,0,0.336,5274363,95584,848206,0,0,0.0462,0,0,0,0,625201,24235,2420,1415,0,21642608,0,66213,0,0,0,422,1103429632
2022-09-05 15:26:15.000,34.148.123.228:26258,2571,1726,0,0.360,5624966,96778,852324,0,0,0.0481,0,0,0,0,625060,24318,2419,1415,0,21516779,0,67338,6341391,6811643,0,422,1048301568
2022-09-05 15:26:30.000,34.148.123.228:26258,2571,1738,0,0.332,4891584,97372,850264,0,0,0.0631,0,0,0,0,624682,24496,2416,1414,0,21349006,0,65918,0,0,0,422,1067773952
2022-09-05 15:26:45.000,34.148.123.228:26258,2571,1744,0,0.332,4913703,96048,852197,0,0,0.0494,0,0,0,0,624528,24579,2415,1414,0,21265120,0,65919,0,0,0,422,1076797440
2022-09-05 15:27:00.000,34.148.123.228:26258,2571,1757,0,0.359,4961174,183876,837521,0,0,0.0544,0,0,0,0,692479,24722,2645,1413,0,21055405,0,63806,0,0,0,422,1192574976
2022-09-05 15:27:15.000,34.148.123.228:26258,2572,1763,0,0.333,4988123,184299,836567,0,0,0.0700,0,0,0,0,691664,24798,2642,1413,0,20971519,0.0455,66872,0,0,0,422,1146421248
2022-09-05 15:27:30.000,34.148.123.228:26258,2571,1774,0,0.359,5542665,199673,840184,0,0,0.0419,0,0,0,0,690165,24949,2635,1413,0,20719861,0,66692,6011822,6775879,0,422,1104232448
2022-09-05 15:27:45.000,34.148.123.228:26258,2571,1780,0,0.334,5570037,95418,842695,0,0,0.0513,0,0,0,0,689430,25042,2632,1413,0,28091350,0,65984,6011822,6775879,0,422,1081319424
2022-09-05 15:28:00.000,34.148.123.228:26258,2571,1790,0,0.333,5132796,95604,844704,0,0,0.0475,0,0,0,0,688028,25189,2626,1412,0,27965521,0.0455,64250,0,0,0,422,1071984640
2022-09-05 15:28:15.000,34.148.123.228:26258,2572,1796,0,0.331,5153686,89611,841477,0,0,0.0394,0,0,0,0,687384,25258,2624,1412,0,27902606,0.0455,63460,0,0,0,422,1113989120
2022-09-05 15:28:30.000,34.148.123.228:26258,2571,1806,0,0.332,5206157,89507,839981,0,0,0.0381,0,0,0,0,686022,25398,2618,1412,0,36050042,0.0455,64662,0,0,0,422,1134845952
2022-09-05 15:28:45.000,34.148.123.228:26258,2571,1811,0,0.331,5228643,91991,843656,0,0,0.0881,0,0,0,0,685369,25465,2615,1412,0,35861298,0.0455,66364,0,0,0,422,1144893440
2022-09-05 15:29:00.000,34.148.123.228:26258,2571,1820,0,0.330,5855105,97050,846558,0,0,0.0494,0,0,0,0,684073,25597,2610,1411,0,35483811,0.0455,64906,7184976,8216142,0,422,1069617152
2022-09-05 15:29:15.000,34.148.123.228:26258,2572,1825,0,0.332,5881884,96906,845238,0,0,0.0775,0,0,0,0,683496,25650,2607,1411,0,35200695,0,64727,0,0,0,422,1107599360
2022-09-05 15:29:30.000,34.148.123.228:26258,2572,1834,0.167,0.330,5959793,93902,842776,0,0,0.0793,0,0,0,0,682252,25763,2602,1411,0,34823208,0.0455,62085,0,0,0,422,1118666752
2022-09-05 15:29:45.000,34.148.123.228:26258,2572,1839,0.167,0.331,5466296,89687,840653,0,0,0.0600,0,0,0,0,681655,25818,2600,1411,0,53204745,0,63633,0,0,0,422,1104445440
2022-09-05 15:30:00.000,34.148.123.228:26258,2571,1848,0.167,0.358,5456013,181519,849497,0,0,0.137,0,0,0,0,739635,25942,2796,1412,0,52051312,0,64833,0,0,0,422,1226625024
2022-09-05 15:30:15.000,34.148.123.228:26258,2571,1852,0.333,0.346,5703073,198808,853775,0,0,0.0631,1,6,0,0,738616,25989,2792,1412,0,51589938,0,63644,2252715,2686225,0,422,1181409280
2022-09-05 15:30:30.000,34.148.123.228:26258,2571,1861,0.333,0.330,6024482,202293,850914,0,0,0.185,0,0,0,0,736692,26109,2785,1411,0,50667191,0.0455,62080,4956873,5203776,0,422,1110974464
2022-09-05 15:30:45.000,34.148.123.228:26258,2571,1865,0.333,0.331,6025428,101038,846675,0,0,0.0519,0,0,0,0,735748,26162,2781,1411,0,49975131,0.0455,62472,0,0,0,422,1126109184
2022-09-05 15:31:00.000,34.148.123.228:26258,2571,1873,0.333,0.337,5455688,96170,844723,0,0,0.0313,0,0,0,0,749484,26279,2827,1411,0,49052384,0.0455,62557,0,0,0,422,1158754304
2022-09-05 15:31:15.000,34.148.123.228:26258,2572,1877,0.167,0.327,5450519,96325,848863,0,0,0.0544,0,0,0,0,748671,26338,2824,1411,0,63774391,0,63811,0,0,0,422,1167732736
2022-09-05 15:31:30.000,34.148.123.228:26258,2572,1885,0,0.339,5444869,115865,859922,0,0,0.202,0,0,0,0,746684,26433,2816,1410,0,63459819,0,65598,0,0,0,422,1191342080
2022-09-05 15:31:45.000,34.148.123.228:26258,2571,1888,0,0.365,6097687,105726,855876,0,0,0.106,0,0,0,0,745687,26484,2813,1410,0,63333989,0,64086,8200877,8614544,0,422,1049903104
2022-09-05 15:32:00.000,34.148.123.228:26258,2571,1896,0.167,0.332,6101260,104255,849292,0,0,0.0937,0,0,0,0,743782,26584,2805,1410,0,63082331,0,62308,0,0,0,422,1107349504
2022-09-05 15:32:15.000,34.148.123.228:26258,2571,1899,0.167,0.329,6100498,103558,846989,0,0,0.253,0,0,0,0,742825,26645,2802,1410,0,69877104,0,60724,0,0,0,422,1120288768
2022-09-05 15:32:30.000,34.148.123.228:26258,2572,1906,0.167,0.330,5598272,89698,844522,0,0,0.0694,0,0,0,0,740872,26746,2794,1410,0,69541559,0.0455,61302,0,0,0,422,1140363264
2022-09-05 15:32:45.000,34.148.123.228:26258,2572,1910,0.167,0.332,5597029,90499,848125,0,0,0.0669,0,0,0,0,739989,26791,2791,1410,0,69373787,0,61904,0,0,0,422,1114501120
2022-09-05 15:33:00.000,34.148.123.228:26258,2571,1916,0,0.360,6221810,102718,859491,0,0,0.0656,0,0,0,0,738170,26898,2784,1410,0,68954357,0,65221,7468718,7901580,0,422,1046032384
2022-09-05 15:33:15.000,34.148.123.228:26258,2572,1920,0,0.332,6220962,102208,859013,0,0,0.0525,0,0,0,0,737293,26941,2781,1410,0,68786585,0.0455,65986,7468718,7901580,0,422,1085534208
2022-09-05 15:33:30.000,34.148.123.228:26258,2571,1926,0.167,0.335,6217234,102457,855473,0,0,0.0444,0,0,0,0,735585,27028,2775,1410,0,68451040,0.0909,66736,0,0,0,422,1085792256
2022-09-05 15:33:45.000,34.148.123.228:26258,2571,1929,0.167,0.327,5638130,91927,847369,0,0,0.0869,0,0,0,0,734743,27067,2771,1409,0,68199382,0.0455,66130,0,0,0,422,1115811840
2022-09-05 15:34:00.000,34.148.123.228:26258,2571,1936,0.167,0.337,5637169,92123,850864,0,0,0.0400,0,0,0,0,733190,27170,2766,1409,0,67863838,0,66122,0,0,0,422,1140555776
2022-09-05 15:34:15.000,34.148.123.228:26258,2572,1939,0.167,0.328,5639034,100542,862618,0,0,0.0594,0,0,0,0,732389,27210,2763,1409,0,67696066,0,67115,0,0,0,422,1151868928
2022-09-05 15:34:30.000,34.148.123.228:26258,2571,1945,0,0.329,6283264,106369,864436,0,0,0.0600,0,0,0,0,730814,27294,2757,1409,0,67276635,0.0455,68805,8264847,9030982,0,422,1102139392
2022-09-05 15:34:45.000,34.148.123.228:26258,2572,1948,0,0.347,6616311,109324,867538,0,0,0.0481,0,0,0,0,730023,27344,2754,1409,0,67108863,0,69966,4412934,4661354,0,422,1093410816
2022-09-05 15:35:00.000,34.148.123.228:26258,2571,1955,0,0.360,6367161,261504,859359,0,0,0.0444,0,0,0,0,777067,27424,2913,1410,0,66857205,0.0909,69298,0,0,0,422,1244151808
2022-09-05 15:35:15.000,34.148.123.228:26258,2572,1957,0,0.334,6042815,264168,859248,0,0,0.0369,0,0,0,0,776007,27462,2909,1410,0,66668461,0,70901,0,0,0,422,1241186304
2022-09-05 15:35:30.000,34.148.123.228:26258,2572,1969,0.167,0.332,6038309,247714,854167,0,0,0.0581,0,0,0,0,775365,27675,2907,1410,0,74574724,0,67982,0,0,0,423,1192980480
2022-09-05 15:35:45.000,34.148.123.228:26258,2572,2032,0.167,0.334,6044524,112882,853684,0,0,0.0650,0,0,0,0,790345,28384,2963,1415,0,74406952,0.0455,64794,0,0,0,423,1218990080
2022-09-05 15:36:00.000,34.148.123.228:26258,2571,2106,0.167,0.370,6667342,108667,867960,0,0,0.274,0,0,0,0,839572,29522,3179,1424,0,73987522,0.0455,64838,7863577,8637499,0,423,1218977792
2022-09-05 15:36:15.000,34.148.123.228:26258,2572,2108,0.167,0.339,6667539,109265,866770,0,0,0.0589,0,0,0,0,846696,29550,3203,1424,0,73819749,0,65329,7863577,8637499,0,423,1173782528
2022-09-05 15:36:30.000,34.148.123.228:26258,2572,2114,0,0.336,6014920,112106,866715,0,0,0.0325,0,0,0,0,853509,29642,3225,1424,0,81872813,0,67403,0,0,0,423,1193611264
2022-09-05 15:36:45.000,34.148.123.228:26258,2572,2117,0,0.332,6006840,112438,862205,0,0,0.0544,0,0,0,0,852280,29661,3221,1423,0,84906693,0,68528,0,0,0,423,1230790656
2022-09-05 15:37:00.000,34.148.123.228:26258,2571,2162,0,0.334,5999058,98660,841736,0,0,0.0294,0,0,0,0,862522,30279,3258,1425,0,84850769,0.0909,70381,0,0,0,423,1255612416
2022-09-05 15:37:15.000,34.148.123.228:26258,2571,2164,0,0.329,5995979,98518,842880,0,0,0.0956,0,0,0,0,861158,30305,3253,1425,0,84822807,0,69625,0,0,0,423,1265065984
