"Time","instance","Value #sql count","Value #qps","Value #iops in progress","Value #cpu","Value #disk write bytes","Value #read batch latency p99","Value #exec latency p99","Value #admission wait queue length","Value #admission wait rate","Value #goroutines per cpu","Value #l0 sublevels","Value #l0 files","Value #quota used","Value #disk read bytes","Value #replica read bytes","Value #replica write bytes","Value #read keys","Value #write keys","Value #io tokens exhausted","Value #heartbeat latency p99","Value #kv used slots / total","Value #command latency p99","Value #compaction write bytes","Value #compaction read bytes","Value #write stall duratiion","Value #leaseholders","Value #memory"
2022-09-05 16:29:45,34.148.201.81:26258,106,461,0.667,0.129,73756149,732495,33199413,0,0,0.0387,1,5,0,2448179,789925,817510,135,923,0,17322475,0.0145,117545,23440980,25672993,0,516,11067764736
2022-09-05 16:30:00,34.148.201.81:26258,113,488,0.667,0.106,69514671,688564,32941597,0,0,0.0356,0,0,0,5704090,783768,807028,134,934,0,17291017,0.0290,115879,40274086,42507556,0,532,11103830016
2022-09-05 16:30:15,34.148.201.81:26258,125,585,0.667,0.0872,69055509,668794,29852958,0,0,0.0506,0,0,0,4270694,772319,795245,127,1074,0,17228103,0,118222,33676285,34494650,0,525,11059879936
2022-09-05 16:30:30,34.148.201.81:26258,110,578,0.667,0.106,69133390,692824,28482319,0,0,0.0450,0,0,0,349389,756829,779083,124,1084,0,17180917,0,123634,0,0,0,522,11080876032
2022-09-05 16:30:45,34.148.201.81:26258,52.6,566,0,0.0846,69186398,517979,16363027,0,0,0.00875,0,0,0,945562,722978,741338,119,1098,0,17118002,0,121677,0,0,0,518,11109068800
2022-09-05 16:31:00,34.148.201.81:26258,26.3,568,0,0.145,72045406,751369,9950032,0,0,0.0450,0,0,0,3225395,711251,730175,117,1096,0,17086545,0,116257,38562654,39995575,0,520,11182489600
2022-09-05 16:31:15,34.148.201.81:26258,14.2,635,0.167,0.117,72160913,1157037,5854778,0,0,0.0706,0,0,0,59802,686083,702102,112,1170,0,17007902,0,93477,0,0,0,522,11183538176
2022-09-05 16:31:30,34.148.201.81:26258,12.3,619,0.167,0.108,72193342,1177353,5435174,0,0,0.0525,0,0,0,89702,673385,690901,110,1162,0,16976444,0,79405,0,0,0,518,11183538176
2022-09-05 16:31:45,34.148.201.81:26258,258,628,1.17,0.460,68705866,3532062,31468420,0,0,0.498,2,40,0,15403622,758438,812304,123,1187,0,16913530,0.159,171374,79379270,81315449,0,518,11396513792
2022-09-05 16:32:00,34.148.201.81:26258,599,660,2,0.631,68218866,52215199,38743778,0,317,0.965,1,9,0,41402163,941357,998746,153,1198,0,17399370,0.0704,406089,231386627,240421026,0,515,11347812352
2022-09-05 16:32:15,34.148.201.81:26258,1275,678,3.67,0.629,69791928,6520348,52963073,0,4237,1.21,2,35,0,37961728,1141234,1190160,186,1216,0,20289945,0.307,1249124,313041889,328521394,0,505,11453788160
2022-09-05 16:32:30,34.148.201.81:26258,1340,656,3.83,0.345,78866150,6576916,54303967,0,4237,0.471,1,9,0,60521472,1129363,1183615,184,1300,0,21317549,0,1288506,323749307,336038681,0,502,11227979776
2022-09-05 16:32:45,34.148.201.81:26258,1032,641,3,0.310,90384737,6001474,56686901,0,3920,0.153,1,15,0,22152806,1180341,1224465,192,1190,0,21265120,0.0792,1238323,142504152,147918370,0,516,11092865024
2022-09-05 16:33:00,34.148.201.81:26258,786,688,2.17,0.264,93404887,5297929,52218152,0,0,0.182,0,0,0,22352282,1245217,1280899,212,1246,0,21244149,0,743494,154525102,159817789,0,513,11204653056
2022-09-05 16:33:15,34.148.201.81:26258,415,606,0.333,0.0845,96725472,1009909,32519399,0,0,0.0737,0,0,0,9109709,1121188,1159615,184,1230,0,21202206,0,160298,42047634,42849527,0,508,11197812736
2022-09-05 16:33:30,34.148.201.81:26258,298,644,0.167,0.114,97120666,992017,29627111,0,0,0.0206,0,0,0,3637043,1088576,1125503,178,1270,0,21170748,0,162826,33147267,34576780,0,511,11150090240
2022-09-05 16:33:45,34.148.201.81:26258,136,671,0,0.149,99875098,741157,22884122,0,0,0.0788,0,0,0,4120576,1067511,1121653,174,1334,0,21128805,0.00990,165565,40196535,41190226,0,510,11257581568
2022-09-05 16:34:00,34.148.201.81:26258,202,645,0.167,0.206,103228324,767753,25692319,0,0,0.103,0,0,0,4521165,1073469,1131862,175,1328,0,21107834,0.00990,206601,81932668,85000055,0,508,11407482880
2022-09-05 16:34:15,34.148.201.81:26258,282,674,0.500,0.154,106749726,734461,26949713,0,0,0.0188,0,0,0,13331866,1067692,1112026,175,1359,0,21055405,0.00990,185762,79737916,82365024,0,516,11336290304
2022-09-05 16:34:30,34.148.201.81:26258,226,931,0.500,0.113,106741873,767229,30971439,0,0,0.0800,0,0,0,3028992,1030967,1067537,169,1566,0,21034434,0.00990,200783,6881915,6882352,0,523,11349147648
2022-09-05 16:34:45,34.148.201.81:26258,207,1036,0.500,0.260,109523693,617872,32524443,0,0,0.167,0,0,0,10617651,1050675,1106256,172,1681,0,20992491,0.00990,173809,73687611,75947708,0,521,11495661568
2022-09-05 16:35:00,34.148.201.81:26258,141,1022,0.333,0.134,106926264,591953,31311003,0,0,0.0375,0,0,0,2582938,1019694,1066331,167,1736,0,20961033,0,156024,40273859,41814401,0,518,11487629312
2022-09-05 16:35:15,34.148.201.81:26258,163,978,0,0.208,112534083,664955,28684272,0,0,0.0731,0,0,0,10091110,985511,1030416,161,1736,0,20919090,0.00990,146794,71750473,73863377,0,510,11466960896
2022-09-05 16:35:30,34.148.201.81:26258,151,956,0,0.139,112632147,622008,29453265,0,0,0.146,0,0,0,5536154,965936,1015340,158,1714,0,20898119,0,142946,41562453,42803856,0,511,11522846720
2022-09-05 16:35:45,34.148.201.81:26258,104,913,0,0.109,112213960,704019,34195810,0,0,0.0650,0,0,0,733184,919331,990343,150,1688,0,20845690,0,154291,30398923,31417030,0,504,11533955072
2022-09-05 16:36:00,34.148.201.81:26258,81.9,874,0,0.0950,112228776,540802,36796278,0,0,0.0344,0,0,0,309453,899675,976929,147,1651,0,20824718,0,153912,26011202,26555451,0,500,11553353728
2022-09-05 16:36:15,34.148.201.81:26258,52.3,782,0,0.0809,112093777,551812,43535476,0,0,0.0550,0,0,0,163840,865366,929481,141,1535,0,20782775,0,186629,0,0,0,499,11578507264
2022-09-05 16:36:30,34.148.201.81:26258,21.0,783,0,0.0702,111967027,519126,31810649,0,0,0.0269,0,0,0,161997,845933,904372,139,1501,0,20751318,0,149293,0,0,0,500,11584204800
2022-09-05 16:36:45,34.148.201.81:26258,9.26,759,0,0.0907,93397924,591789,27682405,0,0,0.0206,0,0,0,1585562,814705,864174,133,1468,0,20709375,0,139370,22138633,23083888,0,494,11550806016
2022-09-05 16:37:00,34.148.201.81:26258,26.6,726,0,0.0977,80419480,521611,20765299,0,0,0.0119,0,0,0,1128858,809586,857036,132,1429,0,20688403,0,108094,22138633,23083888,0,491,11509182464
2022-09-05 16:37:15,34.148.201.81:26258,26.0,730,0,0.0941,55198430,506538,4082564,0,0,0.0562,0,0,0,181453,789771,829453,129,1381,0,20635975,0,92712,0,0,0,501,11470413824
2022-09-05 16:37:30,34.148.201.81:26258,31.7,763,0,0.0914,50060987,516259,4267942,0,0,0.132,0,0,0,95437,776084,816271,127,1415,0,20615003,0,88646,0,0,0,498,11483131904
2022-09-05 16:37:45,34.148.201.81:26258,38.6,734,0.167,0.113,40164529,546692,5125867,0,0,0.0562,0,0,0,2487706,771121,809442,126,1405,0,20573060,0,97871,25223122,25810471,0,491,11448078336
2022-09-05 16:38:00,34.148.201.81:26258,37.9,715,0.167,0.102,37025185,551198,5105134,0,0,0.0587,0,0,0,251290,764317,796984,125,1398,0,20541603,0,96197,0,0,0,489,11460386816
2022-09-05 16:38:15,34.148.201.81:26258,44.2,690,0.167,0.145,36834763,551457,5501278,0,0,0.0425,0,0,0,3671040,744102,774915,122,1377,0,20499660,0,107856,30391647,31459204,0,487,11428974592
2022-09-05 16:38:30,34.148.201.81:26258,53.6,702,0.167,0.142,36787701,544505,7984156,0,0,0.0462,0,0,0,3876659,741141,771364,121,1370,0,20478688,0.0396,112830,30391647,31459204,0,495,11471069184
2022-09-05 16:38:45,34.148.201.81:26258,694,753,1.50,0.628,53993317,4967045,47885605,0,0,0.540,1,21,0,35526042,1034860,1120694,169,1413,0,21474835,0.149,624972,272670178,282067852,0,492,11411812352
2022-09-05 16:39:00,34.148.201.81:26258,810,722,1.67,0.371,59002979,4654278,47424613,0,0,0.479,1,5,0,48547430,1020760,1103740,167,1459,0,22261267,0.109,693323,301423689,312763178,0,488,11442884608
2022-09-05 16:39:15,34.148.201.81:26258,828,652,1.83,0.113,62545468,4571266,48932247,0,0,0.157,0,0,0,5979546,952689,1016711,156,1527,0,22240296,0,693551,54868746,56823651,0,481,11457163264
2022-09-05 16:39:30,34.148.201.81:26258,537,625,1.83,0.183,62793460,4503820,50873911,0,0,0.0813,0,0,0,6394470,933232,989182,152,1345,0,22224567,0.00990,645677,66224862,68412476,0,511,11432054784
2022-09-05 16:39:45,34.148.201.81:26258,121,1003,0.333,0.132,62219822,531321,8300570,0,0,0.0794,0,0,0,1105510,913338,1036589,149,1787,0,22203596,0,233847,35891028,37186488,0,504,11481346048
2022-09-05 16:40:00,34.148.201.81:26258,104,951,0.167,0.0985,59846854,536973,6276007,0,0,0.0600,0,0,0,171418,890324,984089,145,1731,0,22193110,0,198334,35891028,37186488,0,503,11492028416
2022-09-05 16:40:15,34.148.201.81:26258,59.0,875,0,0.0895,56507922,554270,5551685,0,0,0.101,0,0,0,272998,843647,925068,138,1656,0,22166896,0.00990,187056,0,0,0,495,11521990656
2022-09-05 16:40:30,34.148.201.81:26258,28.5,840,0,0.102,55585700,622099,4678778,0,0,0.103,0,0,0,357581,829466,904339,135,1621,0,22156410,0,170560,0,0,0,492,11464105984
2022-09-05 16:40:45,34.148.201.81:26258,34.9,763,0.167,0.0779,56098661,693042,5930745,0,0,0.0775,0,0,0,4041318,799228,872765,131,1556,0,22135438,0,157587,27286763,28047612,0,486,11394387968
2022-09-05 16:41:00,34.148.201.81:26258,31.4,725,0.333,0.0779,56141301,589495,4995590,0,0,0.0212,0,0,0,33792,781074,847915,128,1516,0,22119710,0.00990,131808,0,0,0,481,11406057472
2022-09-05 16:41:15,34.148.201.81:26258,17.7,669,0.500,0.0762,56161951,621035,5440440,0,0,0.0275,0,0,0,31949,753544,811306,123,1463,0,22098738,0.00990,96004,0,0,0,475,11426119680
2022-09-05 16:41:30,34.148.201.81:26258,6.64,646,0.500,0.0875,56198391,599763,3648529,0,0,0.0706,0,0,0,62259,739177,793431,121,1439,0,22088252,0.00990,80048,0,0,0,471,11447074816
2022-09-05 16:41:45,34.148.201.81:26258,8.18,583,0.333,0.0798,54539426,596049,3731518,0,0,0.0825,0,0,0,1649254,714094,761295,117,1372,0,22062038,0,83370,0,0,0,464,11480305664
2022-09-05 16:42:00,34.148.201.81:26258,8.02,590,0.167,0.111,56254506,596377,4051762,0,0,0.0300,0,0,0,5238989,700724,744493,114,1333,0,22051552,0,85271,23819582,24447399,0,471,11512930304
2022-09-05 16:42:15,34.148.201.81:26258,25.6,637,0,0.126,56337698,533986,5004656,0,0,0.0525,0,0,0,508314,690785,728127,113,1369,0,22030581,0,85513,0,0,0,467,11553640448
2022-09-05 16:42:30,34.148.201.81:26258,48.4,625,0.167,0.147,55516082,582474,5812980,0,0,0.0749,1,9,0,1044480,685619,726208,112,1372,0,22009609,0,92788,8137135,8767571,0,464,11600515072
2022-09-05 16:42:45,34.148.201.81:26258,101,614,0.167,0.179,59621574,574660,5865034,0,0,0.139,0,0,0,4905165,680336,725178,111,1419,0,21967666,0.00990,111653,58111957,59599648,0,460,11517394944
2022-09-05 16:43:00,34.148.201.81:26258,104,604,0.167,0.129,59652110,572098,6117414,0,0,0.0437,0,0,0,4375552,671337,711611,110,1407,0,21946695,0.00990,127287,34642557,35901030,0,464,11562598400
2022-09-05 16:43:15,34.148.201.81:26258,55.9,959,0.167,0.185,57521286,555171,5156746,0,0,0.0912,0,0,0,0,646748,678796,106,1684,0,21894266,0.00990,119028,0,0,0,492,11664785408
2022-09-05 16:43:30,34.148.201.81:26258,241,908,0.333,0.428,54548649,2960042,49224351,0,0,1.19,1,9,0,16681779,789610,976746,129,1687,0,21873294,0.0500,201382,92826755,95314036,0,489,11725242368
2022-09-05 16:43:45,34.148.201.81:26258,653,798,1.17,0.342,53005842,4463908,43692002,0,0,0.289,0,0,0,43334042,981915,1117526,160,1557,0,22450011,0.0100,460581,280687809,290259642,0,482,11376226304
2022-09-05 16:44:00,34.148.201.81:26258,721,742,1.17,0.160,54400657,4217147,44790251,0,0,0.126,0,0,0,26563584,949906,1069139,155,1551,0,22434283,0,525677,174281762,179860953,0,478,11320004608
2022-09-05 16:44:15,34.148.201.81:26258,510,650,1.17,0.0154,49353650,4421058,36544653,0,0,0.0475,0,0,0,13722,861496,952831,141,1387,0,22413311,0,794004,0,0,0,471,11322122240
2022-09-05 16:44:30,34.148.201.81:26258,207,622,0.833,0.0635,49990734,5567938,61771611,0,0,0.202,1,13,0,526336,840728,929967,137,1337,0,22402825,0,727157,5883011,6746238,0,471,11245916160
2022-09-05 16:44:45,34.148.201.81:26258,70.5,583,0,0.0880,52343843,3010723,83600342,0,0,0.00812,0,0,0,1138278,808831,887122,132,1306,0,22376611,0,170322,71633879,74178069,0,467,11178631168
2022-09-05 16:45:00,34.148.201.81:26258,71.6,555,0,0.0219,52224918,2977955,83437813,0,0,0.00250,0,0,0,1370726,783292,857683,128,1264,0,22366125,0,161637,38152809,39646410,0,462,11195191296
2022-09-05 16:45:15,34.148.201.81:26258,64.8,512,0,0.0432,52064877,572988,5890899,0,0,0.0119,0,0,0,344064,745099,813365,122,1118,0,22345154,0,104955,0,0,0,487,11140456448
2022-09-05 16:45:30,34.148.201.81:26258,37.7,529,0,0.0293,49931116,659291,4763680,0,0,0.00562,0,0,0,359424,742504,793510,121,1129,0,22329425,0.0100,107623,0,0,0,480,11145482240
2022-09-05 16:45:45,34.148.201.81:26258,31.2,509,0,0.0379,49843023,634879,4602124,0,0,0.0125,0,0,0,297370,708432,759356,116,1113,0,22308453,0,109608,0,0,0,477,11182456832
2022-09-05 16:46:00,34.148.201.81:26258,39.5,491,0,0.0504,49807529,599653,4626666,0,0,0.0563,0,0,0,232448,697162,747602,114,1092,0,22297968,0,110491,0,0,0,475,11208663040
2022-09-05 16:46:15,34.148.201.81:26258,25,464,0,0.0396,52650450,551958,4524604,0,0,0,0,0,0,6776013,665252,710623,109,1053,0,22271753,0,108662,40690908,41331396,0,469,11061391360
2022-09-05 16:46:30,34.148.201.81:26258,19.1,456,0,0.0551,52589858,533921,4216148,0,0,0.0131,0,0,0,187802,654063,699511,107,1026,0,22261267,0,104567,0,0,0,476,11073200128
2022-09-05 16:46:45,34.148.201.81:26258,160,486,0.667,0.211,56915375,1044119,10559534,0,0,0.0437,0,0,0,12399821,802495,873239,125,1017,0,22240296,0.0400,130079,70282727,72856699,0,484,11241287680
2022-09-05 16:47:00,34.148.201.81:26258,220,469,0.667,0.146,59749694,971133,11447113,0,0,0.0431,0,0,0,15396045,795043,855610,124,996,0,22224567,0,133647,102477029,105640377,0,482,11225546752
2022-09-05 16:47:15,34.148.201.81:26258,348,458,0.667,0.161,65245057,791287,13985090,0,0,0.142,0,0,0,8743117,814870,864108,127,978,0,22203596,0,130642,85500221,88641262,0,492,11344404480
2022-09-05 16:47:30,34.148.201.81:26258,312,510,0.667,0.136,66922397,753523,14495132,0,0,0.0463,0,0,0,9188352,808906,850089,126,1027,0,22193110,0,126281,79841339,82441971,0,505,11327799296
2022-09-05 16:47:45,34.148.201.81:26258,284,567,0.667,0.229,67742897,758668,14068394,0,0,0.0800,0,0,0,4095795,851571,943116,132,1119,0,22166896,0.0500,131732,41044083,42745630,0,500,11428417536
2022-09-05 16:48:00,34.148.201.81:26258,418,559,1,0.410,77002074,1145032,19182035,0,0,0.277,0,0,0,19355853,948458,1022627,148,1084,0,22156410,0,165075,157162617,162550471,0,497,11423961088
2022-09-05 16:48:15,34.148.201.81:26258,674,670,1,0.462,87363118,1465334,29625929,0,0,0.466,1,7,0,29388283,1145149,1203420,180,1217,0,22135438,0,223204,227309330,235438164,0,510,11621761024
2022-09-05 16:48:30,34.148.201.81:26258,753,786,1,0.306,81463635,1659464,30999226,0,0,0.237,0,0,0,24480973,1155547,1212795,182,1394,0,22119710,0,231276,192609725,199897534,0,507,11599704064
2022-09-05 16:48:45,34.148.201.81:26258,437,716,0.500,0.0913,68497493,1790661,33637758,0,0,0.158,0,0,0.0178,96666,1021997,1065564,160,1457,0,22098738,0,249566,0,0,0,500,11571486720
2022-09-05 16:49:00,34.148.201.81:26258,295,693,0.167,0.0965,68618522,1816493,35265027,0,0,0.0687,0,0,0.0195,0,977831,1017868,153,1427,0,22088252,0,268775,0,0,0,500,11584421888
2022-09-05 16:49:15,34.148.201.81:26258,3.74,970,0.167,0.146,68082003,449904,29015408,0,0,0.0456,0,0,0.0178,0,914470,948709,143,1640,0,22062038,0,215782,0,0,0,501,11638407168
2022-09-05 16:49:30,34.148.201.81:26258,0,956,0.167,0.164,67789534,404684,27557299,0,0,0.0925,0,0,0.0195,5750579,889929,922749,139,1638,0,22051552,0.0100,149487,24948996,25377675,0,499,11539488768
2022-09-05 16:49:45,34.148.201.81:26258,0,929,0,0.146,65215862,451378,19844528,0,0,0.0512,0,0,0,0,847363,877125,132,1619,0,22030581,0,80639,0,0,0,495,11562745856
2022-09-05 16:50:00,34.148.201.81:26258,0,926,0,0.155,65427541,407141,15929676,0,0,0.0450,0,0,0,0,823250,851310,128,1625,0,22009609,0.0100,77376,0,0,0,489,11574763520
2022-09-05 16:50:15,34.148.201.81:26258,157,843,0.667,0.154,72985607,2334391,18009502,0,0,0.162,1,3,0,12939469,843763,925542,131,1550,0,21967666,0,126606,89652646,92553742,0,486,11536363520
2022-09-05 16:50:30,34.148.201.81:26258,171,787,0.833,0.0420,73424882,1904475,20757609,0,0,0.0209,0,0,0,8579969,830081,904601,129,1472,0,21946695,0,138735,60057494,61793255,0,483,11547594752
2022-09-05 16:50:45,34.148.201.81:26258,216,704,0.833,0.0939,76813926,1457520,36702066,0,0,0.0487,0,0,0,10313318,812734,880189,126,1334,0,21894266,0,179618,44346530,45030917,0,479,11457490944
2022-09-05 16:51:00,34.148.201.81:26258,113,663,0.833,0.0130,73790076,739900,9114371,0,0,0.00875,0,0,0,9921331,793058,852069,123,1279,0,21873294,0,118238,44346530,45030917,0,474,11460452352
2022-09-05 16:51:15,34.148.201.81:26258,44.9,599,0.167,0.0123,73672789,855135,7815822,0,0,0.00625,0,0,0,387277,761406,810958,118,1193,0,21831351,0,118913,0,0,0,467,11466113024
2022-09-05 16:51:30,34.148.201.81:26258,25.4,574,0,0.0126,72222070,922418,8839495,0,0,0.0212,0,0,0,18022,746552,793397,115,1158,0,21799894,0,129760,0,0,0,463,11470438400
2022-09-05 16:51:45,34.148.201.81:26258,17.2,538,0,0.0452,64523652,534554,4169836,0,0,0.0344,0,0,0,246784,731539,779455,112,1103,0,21757951,0,119871,0,0,0,462,11471732736
2022-09-05 16:52:00,34.148.201.81:26258,23.5,518,0,0.0270,60713454,525925,4064804,0,0,0.0469,0,0,0,368230,726734,772578,111,1060,0,21736979,0,109940,0,0,0,457,11483385856
2022-09-05 16:52:15,34.148.201.81:26258,46.6,488,0,0.0238,54396702,537681,4927432,0,0,0.00250,0,0,0,377242,719786,757978,110,1017,0,21684551,0,102481,0,0,0,459,11445317632
2022-09-05 16:52:30,34.148.201.81:26258,45.9,472,0,0.0135,54233639,534322,4943161,0,0,0.0131,0,0,0,103629,709184,746213,109,994,0,21663579,0,104519,0,0,0,459,11450179584
2022-09-05 16:52:45,34.148.201.81:26258,46.9,452,0,0.0439,44365499,579337,6887833,0,0,0.0131,0,0,0,6641869,690215,720286,106,959,0,22345154,0,111236,43357966,44814069,0,459,11427590144
2022-09-05 16:53:00,34.148.201.81:26258,39.9,442,0,0.0290,34585367,567978,6777295,0,0,0.0506,0,0,0,505446,679270,713247,104,943,0,22329425,0.0100,118953,0,0,0,459,11441217536
2022-09-05 16:53:15,34.148.201.81:26258,49.5,426,0,0.0187,18949932,28727486,25348275,0,0,0.00562,0,0,0,24247910,2316766,700448,369,914,0,22308453,0,115970,0,0,0,459,11758972928
2022-09-05 16:53:30,34.148.201.81:26258,65.5,419,0,0.0819,21574296,27829206,36800822,0,0,0.0344,0,0,0,380314,2248185,698168,357,902,0,22297968,0,124627,35404823,37279175,0,459,11630497792
2022-09-05 16:53:45,34.148.201.81:26258,53.9,405,0,0.0400,21438690,28276598,41087401,0,0,0.0150,0,0,0,276890,2127351,687136,338,880,0,22271753,0,121510,0,0,0,459,11652898816
2022-09-05 16:54:00,34.148.201.81:26258,76.9,399,0,0.0720,21409312,2424176,33827061,0,0,0.0444,0,0,0,711066,2078749,686567,330,873,0,22261267,0,123866,0,0,0,459,11602333696
2022-09-05 16:54:15,34.148.201.81:26258,101,390,0,0.0523,22656544,547880,15003811,0,0,0.0137,0,0,0,6808781,1992404,682902,316,852,0,22240296,0,110813,42849585,43503672,0,459,11473584128
2022-09-05 16:54:30,34.148.201.81:26258,136,386,0,0.117,25697739,583794,12119571,0,0,0.0337,0,0,0,4110950,1956470,683889,310,844,0,22224567,0,113975,41072908,42864590,0,459,11437203456
2022-09-05 16:54:45,34.148.201.81:26258,182,379,0,0.0484,29198364,689765,9823059,0,0,0.0231,0,0,0,12400026,1891417,687100,300,832,0,22203596,0,112096,47484592,47542029,0,459,11504885760
2022-09-05 16:55:00,34.148.201.81:26258,182,375,0,0.0979,28202112,720458,9346122,0,0,0.0800,0,0,0,709018,1861094,685762,295,828,0,22193110,0,113374,33879853,36128427,0,459,11508076544
2022-09-05 16:55:15,34.148.201.81:26258,121,364,0,0.0376,23801616,737148,9611072,0,0,0.0125,0,0,0,135782,1794580,674304,284,825,0,22166896,0,126852,0,0,0,459,11528294400
2022-09-05 16:55:30,34.148.201.81:26258,58.5,360,0,0.0493,23774370,726466,7522221,0,0,0.0150,0,0,0,219750,1764687,669609,279,825,0,22156410,0,137489,0,0,0,459,11545280512
2022-09-05 16:55:45,34.148.201.81:26258,25.7,350,0,0.0518,20476003,556727,6826229,0,0,0.0212,0,0,0,362291,1677169,659288,265,815,0,22135438,0,174723,0,0,0,465,11573948416
2022-09-05 16:56:00,34.148.201.81:26258,22.4,392,0,0.0852,23280096,570818,9998171,0,0,0.0612,0,0,0,5115085,1601581,648452,253,841,0,22119710,0,189021,37673157,38955494,0,474,11412066304
2022-09-05 16:56:15,34.148.201.81:26258,156,403,0.333,0.126,29996844,732309,16993222,0,0,0.317,0,0,0,10048512,1561173,752423,246,855,0,22098738,0,174147,81429640,83709139,0,472,11480944640
2022-09-05 16:56:30,34.148.201.81:26258,167,375,0.333,0.0491,30100120,720240,16552427,0,0,0.0313,0,0,0,5591450,1510392,718089,238,820,0,22088252,0,161343,55223224,56510192,0,467,11471732736
2022-09-05 16:56:45,34.148.201.81:26258,192,353,0.333,0.0415,32663171,702791,14578118,0,0,0.0294,0,0,0,487424,1369298,688382,216,771,0,22062038,0,141988,33782755,35518357,0,478,11382521856
2022-09-05 16:57:00,34.148.201.81:26258,102,343,0.333,0.0234,32605897,566271,16338910,0,0,0.0337,0,0,0,293069,1352180,672347,213,756,0,22051552,0,117865,0,0,0,474,11396042752
2022-09-05 16:57:15,34.148.201.81:26258,52.0,325,0.167,0.0247,32623044,580757,6603406,0,0,0.0331,0,0,0,111616,1302637,645089,205,731,0,22030581,0,107853,0,0,0,471,11431833600
2022-09-05 16:57:30,34.148.201.81:26258,48.6,317,0.167,0.0485,29506821,532643,7376076,0,0,0.0244,0,0,0,334029,1251685,644668,196,720,0,22009609,0,107460,0,0,0,472,11458576384
2022-09-05 16:57:45,34.148.201.81:26258,54.5,303,0.333,0.0131,32431704,1717042,17242333,0,0,0.0244,0,0,0,4986061,1206302,614115,189,700,0,21967666,0,129465,39846926,40520136,0,468,11447959552
2022-09-05 16:58:00,34.148.201.81:26258,71.5,303,0.333,0.0590,32494528,1493237,16095641,0,0,0.106,0,0,0,352051,1190843,614866,186,695,0,21946695,0,124912,0,0,0,467,11475623936
2022-09-05 16:58:15,34.148.201.81:26258,81.7,288,0.167,0.0979,32922645,1415577,16314094,0,0,0.0281,0,0,0,2822758,1142973,603309,179,674,0,21894266,0,123848,40822889,42503244,0,459,11463467008
2022-09-05 16:58:30,34.148.201.81:26258,92.0,287,0.167,0.0700,33066542,552291,6724779,0,0,0.0550,0,0,0,3262669,1124226,607405,176,674,0,21873294,0,111779,40822889,42503244,0,456,11487866880
2022-09-05 16:58:45,34.148.201.81:26258,85.1,278,0,0.0574,35761258,549340,7017070,0,0,0.0187,0,0,0,8112742,1102296,591325,172,656,0,21831351,0,112614,37986811,38897715,0,455,11418607616
2022-09-05 16:59:00,34.148.201.81:26258,85.5,272,0,0.0196,32480164,559808,7017070,0,0,0.0106,0,0,0,7683891,1088405,583080,170,647,0,21799894,0,113346,37986811,38897715,0,453,11425509376
2022-09-05 16:59:15,34.148.201.81:26258,93.1,270,1,0.140,31456136,551438,6320728,0,0,0.0700,1,10,0,3551642,1081585,588479,169,637,0,21757951,0,113769,21433819,22695696,0,454,11537985536
2022-09-05 16:59:30,34.148.201.81:26258,86.9,266,1,0.0310,28729146,551280,6507537,0,0,0.0319,0,0,0,3493274,1070182,579381,167,629,0,21736979,0,115202,41865203,43552978,0,454,11540348928
2022-09-05 16:59:45,34.148.201.81:26258,112,261,1,0.0364,26114387,532282,8285497,0,0,0.0412,0,0,0,442982,1052941,572414,164,620,0,21684551,0,117474,0,0,0,454,11553972224
2022-09-05 17:00:00,34.148.201.81:26258,132,261,1,0.119,30009160,743374,8306968,0,0,0.0975,0,0,0,9701581,1049734,573425,164,619,0,21663579,0,131735,51337216,52010740,0,454,11445465088
2022-09-05 17:00:15,34.148.201.81:26258,140,259,0,0.103,32836615,812645,8058306,0,0,0.0369,0,0,0,1086669,1041126,575214,162,610,0,21621636,0,126393,34740872,36933021,0,454,11485179904
2022-09-05 17:00:30,34.148.201.81:26258,184,260,0.167,0.147,36956216,757876,9410364,0,0,0.0381,0,0,0,5787853,1040919,580626,162,608,0,21590179,0,128728,86770363,90063757,0,455,11375448064
2022-09-05 17:00:45,34.148.201.81:26258,246,262,0.167,0.154,39470624,704019,24156569,0,0,0.236,0,0,0,9135104,1041396,590521,162,605,0,21548236,0,115683,64197552,66344227,0,455,11352772608
2022-09-05 17:01:00,34.148.201.81:26258,229,263,0.167,0.0661,36834410,677259,26575109,0,0,0.0113,0,0,0,8592589,1035311,588259,162,610,0,21527264,0,118011,60619206,62609507,0,454,11395809280
2022-09-05 17:01:15,34.148.201.81:26258,169,254,0.333,0.109,34723346,730944,51565740,0,0,0.0543,1,8,0,388096,1021945,582490,159,604,0,21474835,0,145074,18256873,19531012,0,455,11499425792
2022-09-05 17:01:30,34.148.201.81:26258,183,248,0.167,0.185,37181963,772268,51981944,0,0,0.0531,0,0,0,8399258,1023420,589059,159,598,0,21453864,0,171977,87355249,90029369,0,455,11523055616
2022-09-05 17:01:45,34.148.201.81:26258,194,245,0.500,0.0928,40478310,708115,62763826,0,0,0.0769,0,0,0,1207706,1015990,586080,158,586,0,21411921,0,182497,40615632,42595746,0,455,11550998528
2022-09-05 17:02:00,34.148.201.81:26258,199,241,0.500,0.0453,40534115,660508,62374542,0,0,0.0525,0,0,0,937574,987941,573297,154,558,0,21380464,0,177140,39248218,41228063,0,466,11586748416
2022-09-05 17:02:15,34.148.201.81:26258,133,251,0.667,0.0511,43604476,596377,67274014,0,0,0.0538,0,0,0,4202906,947746,574272,147,552,0,21338521,0,125132,40180471,41071087,0,481,11413483520
